risk,cause,location_name,year,deaths_count_all_age,deaths_count_lower,deaths_count_upper,deaths_asr,deaths_asr_lower,deaths_asr_upper,dalys_asdr,dalys_asdr_lower,dalys_asdr_upper,deaths_count_from_age_sex_sum,deaths_count_difference_vs_baseline,dalys_count_from_age_sex_sum,dalys_count_ui_note,population_total_from_age_sex
ozone,copd,Global,2017,399952.31026387325,93890.84477416205,677930.784533334,5.340216113442771,1.2543351992260487,9.057023734908935,93.66794229434996,21.942390875874047,158.79365650584413,399952.31026387325,0.0,7209389.1240353035,point_estimate_sum_from_age_sex_only,7595015098.529398
ozone,copd,Global,2018,396277.8106928015,93036.76112779086,671734.2931585356,5.125701462851528,1.2039802538452935,8.702296353367705,90.7990094977742,21.22624729768445,153.8094288680019,396277.81069280166,1.7462298274040222e-10,7204435.766461469,point_estimate_sum_from_age_sex_only,7683169667.224264
ozone,copd,Global,2019,404051.90610488364,94367.04827537763,691869.9157283879,5.061126370157173,1.182659062113928,8.676111613223702,89.74656805816436,20.831547290162636,154.03615256099502,404051.90610488405,4.0745362639427185e-10,7341500.502469097,point_estimate_sum_from_age_sex_only,7769115347.66265
ozone,copd,Global,2020,373663.9560726495,90201.77689433772,655062.8813431252,4.55348897021249,1.0996667899807162,7.9860747089066715,80.35014399341232,19.29628643283227,141.6117702336663,373663.95607264974,2.3283064365386963e-10,6751856.224795979,point_estimate_sum_from_age_sex_only,7849817160.988018
ozone,copd,Global,2021,381485.2345763596,92415.16561546832,661866.0081205699,4.523034641074439,1.0962826741790408,7.852512581399831,80.63773969533081,19.43226597047815,140.38835406174712,381485.2345763597,5.820766091346741e-11,6957670.382605993,point_estimate_sum_from_age_sex_only,7922763197.366718
ozone,copd,High SDI,1990,65108.327597468306,15765.037331051975,115479.91265120493,3.133318255680422,0.7597938861010533,5.582482241088261,56.526407617112206,13.671393880914165,99.64617510199531,65108.32759746829,-1.4551915228366852e-11,1216319.9865537183,point_estimate_sum_from_age_sex_only,2057966635.651262
ozone,copd,High SDI,1991,65345.562470989615,15993.466426388475,116695.06635446181,3.076809807522825,0.7564245906580208,5.515751529001213,55.43272612989321,13.499061739184052,98.11905606705116,65345.56247098959,-2.1827872842550278e-11,1216749.35639969,point_estimate_sum_from_age_sex_only,2077488825.2925727
ozone,copd,High SDI,1992,67097.32652578854,16219.51280005666,122065.2849298776,3.091682096004617,0.751173613894383,5.638572908727832,55.67161180992816,13.38101536563762,100.32184876945355,67097.32652578854,0.0,1246520.2821584668,point_estimate_sum_from_age_sex_only,2095680728.3622825
ozone,copd,High SDI,1993,70954.32218687207,17063.02874195875,128466.82662240468,3.194347629814176,0.7705067369132916,5.760611953107385,57.49970917799543,13.796144358359777,103.26602360247891,70954.32218687207,0.0,1313625.4732776408,point_estimate_sum_from_age_sex_only,2112738200.2220192
ozone,copd,High SDI,1994,74775.34378781595,18088.072047163092,134105.38344999438,3.3027198689040915,0.7999800822638639,5.929418748685779,59.27536529410539,14.296739547130084,106.20271097885492,74775.3437878159,-4.3655745685100555e-11,1378873.2513246844,point_estimate_sum_from_age_sex_only,2128161470.819252
ozone,copd,High SDI,1995,77816.38418895497,18465.41878989928,137403.73970006444,3.3612095698953315,0.7974504109483881,5.946686780899991,60.014863154962185,14.25045133930188,105.51276243939022,77816.38418895501,4.3655745685100555e-11,1424247.0265170317,point_estimate_sum_from_age_sex_only,2142554665.3639135
ozone,copd,High SDI,1996,79033.98447108471,18433.305607470877,139066.6347919223,3.342415131274422,0.7797716833344958,5.877804022245229,59.259748894676385,13.879109864348669,104.76063175172172,79033.98447108475,4.3655745685100555e-11,1434702.0592069426,point_estimate_sum_from_age_sex_only,2156358204.0431275
ozone,copd,High SDI,1997,83118.77304959456,19310.780537681378,145802.22215349137,3.442834263377617,0.8031438585986784,6.030325615386346,60.52467335953377,14.004066665401362,106.88675174642137,83118.77304959457,1.4551915228366852e-11,1495192.058488382,point_estimate_sum_from_age_sex_only,2169795720.4817467
ozone,copd,High SDI,1998,85513.51444176224,19825.694729563384,150327.71597221558,3.468153885182854,0.8064591374770771,6.079138012850137,60.544623368166356,13.982186407777426,106.96632041347009,85513.51444176224,0.0,1526157.9210633195,point_estimate_sum_from_age_sex_only,2183120948.0695367
ozone,copd,High SDI,1999,91980.28345065744,21594.657330475326,161128.5878305456,3.6425019578755036,0.8565512764876257,6.361875679033443,63.51628554633922,14.855615547719971,112.46486476240457,91980.28345065753,8.731149137020111e-11,1635621.2195145926,point_estimate_sum_from_age_sex_only,2196457594.350284
ozone,copd,High SDI,2000,92038.73261489511,21409.88204804812,159384.51860930142,3.564050586915471,0.8309281012738237,6.1576392437982035,61.93010427251682,14.32011505339214,108.19160599177644,92038.73261489508,-2.9103830456733704e-11,1628267.927322547,point_estimate_sum_from_age_sex_only,2209807794.698885
ozone,copd,High SDI,2001,93477.09975169905,21837.138015801913,162245.25190603978,3.535283072046939,0.8284119746880352,6.128746147167212,61.07058417813825,14.163107300072461,106.9642633419706,93477.09975169905,0.0,1640898.2654720785,point_estimate_sum_from_age_sex_only,2224268934.19719
ozone,copd,High SDI,2002,98623.76018107383,23176.395615287736,172498.91914737335,3.63904781914763,0.8579909383904826,6.360363235846516,62.34244927951103,14.548054573135433,109.80202962806202,98623.76018107389,5.820766091346741e-11,1713787.6665768,point_estimate_sum_from_age_sex_only,2239179835.776388
ozone,copd,High SDI,2003,104106.8655883707,25164.99585916031,184743.140656468,3.749294386630817,0.9084478298878,6.636796583143132,63.773161052286,15.267645489153637,113.93369805668416,104106.86558837077,7.275957614183426e-11,1792535.976592814,point_estimate_sum_from_age_sex_only,2253928913.500714
ozone,copd,High SDI,2004,109318.33391752113,27433.36683524537,192607.3958331901,3.860422892249746,0.9704979440143269,6.791843550730616,65.20592417449032,16.07236979094807,115.73499127566019,109318.33391752103,-1.0186340659856796e-10,1869649.6104335978,point_estimate_sum_from_age_sex_only,2269102307.7854295
ozone,copd,High SDI,2005,110607.82923464278,26796.907081774738,197633.91385385787,3.7881209224561814,0.9182157192010718,6.76042399566566,63.68129083726047,15.246501900638112,112.82001506476205,110607.82923464278,0.0,1873340.8981424978,point_estimate_sum_from_age_sex_only,2285896496.8151083
ozone,copd,High SDI,2006,114006.07702285862,27138.785239308912,202409.37231029873,3.803588632074171,0.9055413802174367,6.766875314924625,63.601210607353444,15.014991751459492,112.27351506507385,114006.0770228586,-1.4551915228366852e-11,1915691.323422762,point_estimate_sum_from_age_sex_only,2302737939.1761947
ozone,copd,High SDI,2007,114712.2359308977,28057.27754367736,203133.0408577245,3.7150058031153765,0.9077427632572844,6.588181940471365,61.685869513691266,14.882615107945966,107.65053307630953,114712.23593089769,-1.4551915228366852e-11,1907663.7144606723,point_estimate_sum_from_age_sex_only,2321513324.4723034
ozone,copd,High SDI,2008,116099.6913608709,27690.36636747458,201028.12643506876,3.648851688415306,0.8697418328866799,6.3357702104892235,60.15901147224779,14.159576440967616,103.09555323484346,116099.69136087086,-4.3655745685100555e-11,1909916.373202795,point_estimate_sum_from_age_sex_only,2341058988.687007
ozone,copd,High SDI,2009,109707.21024892271,27157.977891400507,190943.4689588249,3.360280279590095,0.832149665327832,5.851023619727164,55.05436108151353,13.378961512302547,94.37622321427718,109707.21024892267,-4.3655745685100555e-11,1790167.6813653214,point_estimate_sum_from_age_sex_only,2360497587.0539675
ozone,copd,High SDI,2010,106346.61355451921,25938.933931670086,184299.34000872466,3.1575318795210894,0.7697705928827873,5.471075581164235,51.45376531845549,12.3879757041712,88.90029762763479,106346.61355451918,-2.9103830456733704e-11,1717898.1081724693,point_estimate_sum_from_age_sex_only,2377703985.3183107
ozone,copd,High SDI,2011,101594.6345115943,24221.87496742177,177612.26958850585,2.9325082721235436,0.6993525150669667,5.123234634928472,47.80590484910747,11.412287402634956,82.79717063387238,101594.63451159437,7.275957614183426e-11,1635895.722617276,point_estimate_sum_from_age_sex_only,2393712959.891936
ozone,copd,High SDI,2012,96441.95723962106,23001.563550965795,167081.17360117447,2.6976940741424538,0.6431611145618289,4.672370736081838,43.740207772531726,10.349461218094643,75.87986386551556,96441.95723962107,1.4551915228366852e-11,1538933.8212539959,point_estimate_sum_from_age_sex_only,2409499560.72284
ozone,copd,High SDI,2013,93402.1078088348,22324.805073752104,160360.78531416412,2.5416400478383556,0.607287161872225,4.361902211093496,40.98908509159985,9.809530495579704,70.25152470332047,93402.10780883474,-5.820766091346741e-11,1479413.4072999598,point_estimate_sum_from_age_sex_only,2424791916.6757836
ozone,copd,High SDI,2014,91948.48899083314,22373.674936951662,159092.3093299758,2.43324402150438,0.5921154594207985,4.2116584622188755,38.901779551283155,9.43169265160525,67.25387959249899,91948.48899083317,2.9103830456733704e-11,1441433.6028377544,point_estimate_sum_from_age_sex_only,2440551928.4942884
ozone,copd,High SDI,2015,95411.76826996102,23741.638369032815,165897.0874581079,2.4400378673638743,0.6064330015745382,4.24096953817373,38.99345191852491,9.632319750320185,68.00686279044407,95411.76826996106,4.3655745685100555e-11,1487332.6668187315,point_estimate_sum_from_age_sex_only,2457249982.106901
ozone,copd,High SDI,2016,99511.60579635206,24946.147362760395,176274.51544764242,2.481435419574752,0.6212327598659206,4.4008118976159665,39.570594349739146,9.822336536265015,70.2448644688246,99511.60579635206,0.0,1546083.9809363333,point_estimate_sum_from_age_sex_only,2472626403.9237037
ozone,copd,High SDI,2017,100759.80317694823,25169.503189372757,179704.50562944368,2.430600062808522,0.6062763053407788,4.329395780336451,38.56359920119737,9.539378963219917,68.21183470112722,100759.8031769481,-1.3096723705530167e-10,1552122.3994706736,point_estimate_sum_from_age_sex_only,2488092787.4131274
ozone,copd,High SDI,2018,95512.26204453196,23242.52012830011,171361.90344885417,2.2444967750896465,0.5458700532515793,4.017860494736187,35.645319433057125,8.608837223057199,63.32527568496623,95512.26204453196,0.0,1470638.6980600478,point_estimate_sum_from_age_sex_only,2501864701.0035715
ozone,copd,High SDI,2019,94574.66127363057,22738.3817522107,168736.73995345464,2.16434992808315,0.5203632259607556,3.8580881037276678,34.343950618334105,8.260351972801269,60.995612539402515,94574.66127363057,0.0,1453518.0126140749,point_estimate_sum_from_age_sex_only,2514046105.8092775
ozone,copd,High SDI,2020,88277.67201140895,21090.94393821459,155923.16416983726,1.9727012279578697,0.4717312609494762,3.4799580442932836,31.273940207609403,7.457007408193964,54.54512453514479,88277.67201140909,1.3096723705530167e-10,1354444.0933854375,point_estimate_sum_from_age_sex_only,2523685975.338847
ozone,copd,High SDI,2021,89501.35255216772,21069.911596545848,162003.65961014893,1.956574835136427,0.46082445255396215,3.5330197294484367,30.807168344091117,7.286505147627746,54.97709453682878,89501.35255216775,2.9103830456733704e-11,1364201.2979484533,point_estimate_sum_from_age_sex_only,2530226036.823375
ozone,copd,Japan,1990,1037.0609601526417,244.344558432234,1803.7652772056774,0.6740685441592095,0.15938213421737615,1.1784006043314712,9.895249464499711,2.3391517650051554,17.124073015102084,1037.0609601526412,-4.547473508864641e-13,16022.645514322643,point_estimate_sum_from_age_sex_only,123687380.71854456
ozone,copd,Japan,1991,1135.756988429488,261.1620244378271,2010.3322170136207,0.7084104752728464,0.1633571332340683,1.2595369111661237,10.397398392272697,2.3982421642092837,18.29889683688925,1135.7569884294887,6.821210263296962e-13,17475.1271122694,point_estimate_sum_from_age_sex_only,124088766.3150704
ozone,copd,Japan,1992,1217.8770679803315,290.6194929951124,2176.1891570483003,0.7253465585726647,0.17362575452925436,1.2968125759924212,10.646802304901692,2.5307574055882984,18.8726777303444,1217.8770679803322,6.821210263296962e-13,18627.060057882507,point_estimate_sum_from_age_sex_only,124485056.12434383
ozone,copd,Japan,1993,1513.6010579247393,357.51269787380977,2666.7192079307056,0.8626338477684786,0.2039451447952815,1.5221005242274488,12.63603788522026,2.9686123208323845,22.145089820928206,1513.6010579247402,9.094947017729282e-13,22974.313225060552,point_estimate_sum_from_age_sex_only,124863051.408666
ozone,copd,Japan,1994,1499.805021428645,366.18190140289323,2679.3994522582125,0.820713031126296,0.200850457807582,1.460505153056827,11.93905058244707,2.8958565310714284,21.34448513047178,1499.8050214286452,2.2737367544323206e-13,22498.368774084116,point_estimate_sum_from_age_sex_only,125228640.87280193
ozone,copd,Japan,1995,1607.2523213609288,381.4020689650961,2888.9661152970057,0.837624576203431,0.1993031290955515,1.5076592783614198,12.082769477727165,2.848689552107206,21.491353042983068,1607.2523213609284,-4.547473508864641e-13,23750.995103072746,point_estimate_sum_from_age_sex_only,125585119.48926525
ozone,copd,Japan,1996,1443.782849098678,359.71501887620593,2570.9889848069984,0.7278976436289034,0.18200509635435377,1.291996839395172,10.427703863884277,2.579332576667251,18.737273519408273,1443.7828490986783,2.2737367544323206e-13,21188.922238202147,point_estimate_sum_from_age_sex_only,125861885.67257425
ozone,copd,Japan,1997,1474.8336306074705,362.30121017104113,2641.35450002333,0.7091496867022761,0.17465280911336512,1.2616290873453602,10.130704282175063,2.4683837524720955,18.394847520625284,1474.8336306074705,0.0,21450.23504235354,point_estimate_sum_from_age_sex_only,126170352.28879893
ozone,copd,Japan,1998,1587.779334110899,382.3757136258186,2833.7689671672924,0.7293531580191781,0.17607813526460453,1.2956846287006134,10.419886003994458,2.4876114329643726,18.488767515729275,1587.7793341109,9.094947017729282e-13,22964.313779665343,point_estimate_sum_from_age_sex_only,126449840.49954873
ozone,copd,Japan,1999,1849.4041067945043,452.2650055894271,3297.029543714648,0.8072877574346368,0.19760265411156638,1.4323504030486827,11.521374066190598,2.800823887800069,20.527532587372804,1849.404106794505,6.821210263296962e-13,26490.150530379193,point_estimate_sum_from_age_sex_only,126724322.5087655
ozone,copd,Japan,2000,1993.080050256077,493.33633080077425,3552.5407111663144,0.8387064954875494,0.20793662205961483,1.495280781215316,11.957745430471256,2.939344074393692,21.332709732489864,1993.0800502560787,1.8189894035458565e-12,28443.624979244683,point_estimate_sum_from_age_sex_only,126912169.89019299
ozone,copd,Japan,2001,2059.059324761316,510.09477096244217,3641.2564251052586,0.826539596757331,0.20508200302641535,1.4611858379916611,11.756729142831869,2.8929352293635584,20.95160450936203,2059.0593247613156,-4.547473508864641e-13,29133.86513191958,point_estimate_sum_from_age_sex_only,127128186.8359954
ozone,copd,Japan,2002,2081.5758535654836,524.995359744715,3691.962187492842,0.7977992382884957,0.20153754749737643,1.4107936079575456,11.339452999846332,2.8513142015611423,20.19606424109377,2081.5758535654827,-9.094947017729282e-13,29266.275568130342,point_estimate_sum_from_age_sex_only,127314335.71486366
ozone,copd,Japan,2003,2240.6708327820634,568.8498324576644,4015.603328198404,0.8170645468551254,0.20763199522811238,1.462080567760244,11.611453375699659,2.940106686288748,20.80620754704197,2240.6708327820643,9.094947017729282e-13,31256.475956694052,point_estimate_sum_from_age_sex_only,127485612.24058975
ozone,copd,Japan,2004,2359.639610037264,608.1872294461807,4215.678323408617,0.8251429657554811,0.21271393709080785,1.4722466414930508,11.68601691660283,2.9995618550583796,20.8110005532482,2359.6396100372654,1.3642420526593924e-12,32630.727899226298,point_estimate_sum_from_age_sex_only,127595824.69688325
ozone,copd,Japan,2005,2492.8211248228295,630.9059732000272,4369.890629354239,0.8238993031520655,0.20853935942912336,1.4425254391556845,11.698842116547583,2.9496003956111587,20.54267702184926,2492.8211248228286,-9.094947017729282e-13,34148.19806218279,point_estimate_sum_from_age_sex_only,127725380.84582856
ozone,copd,Japan,2006,2519.944507774622,644.3000320096772,4425.049084431678,0.7990595528349016,0.20433267683281825,1.4016186678297742,11.280917342653057,2.8793934904856227,19.848669507662915,2519.9445077746227,9.094947017729282e-13,34133.71797354835,point_estimate_sum_from_age_sex_only,127776549.76262458
ozone,copd,Japan,2007,2644.333915126579,660.9113224841547,4617.458122901271,0.80037183602577,0.19994723747917909,1.3960439053099472,11.254518751570263,2.796845155407725,19.65305244943353,2644.3339151265795,4.547473508864641e-13,35442.64111824099,point_estimate_sum_from_age_sex_only,127857522.57816195
ozone,copd,Japan,2008,2835.6366436572757,714.5553970603119,4902.716496247966,0.817595052754789,0.20590262789661104,1.413292943313594,11.446789965183903,2.873082201365334,19.827334588568103,2835.636643657275,-9.094947017729282e-13,37552.852266564034,point_estimate_sum_from_age_sex_only,127933834.11801204
ozone,copd,Japan,2009,2753.0690667894,673.4186080071278,4816.980659766507,0.7661534902699142,0.18726147502974605,1.340863954560558,10.731150158355325,2.612077695656552,18.81260976667517,2753.0690667894023,2.2737367544323206e-12,36262.74986908648,point_estimate_sum_from_age_sex_only,127942428.07673
ozone,copd,Japan,2010,2626.1893994084544,663.3931972559756,4691.268992764262,0.6953710577330928,0.17549626691544182,1.2393071504166384,9.731743320334289,2.4466387529094824,17.081588909747396,2626.1893994084553,9.094947017729282e-13,34203.0430853682,point_estimate_sum_from_age_sex_only,127965040.22379115
ozone,copd,Japan,2011,2500.979167507927,602.228853203686,4454.7185483573785,0.6328265082522394,0.15213652316278484,1.1223076955945774,8.83623830681119,2.114980880089073,15.48843215053912,2500.979167507927,0.0,32238.741994356853,point_estimate_sum_from_age_sex_only,127910788.72815394
ozone,copd,Japan,2012,2519.3721225375507,611.72507416985,4485.311040960688,0.6118936044904112,0.14822274175884806,1.0805927198180074,8.538010538301164,2.0552491755113,14.899824749869044,2519.3721225375502,-4.547473508864641e-13,32235.846273369523,point_estimate_sum_from_age_sex_only,127795471.72886768
ozone,copd,Japan,2013,2804.2083215557595,686.9980970786708,5005.301598421666,0.6601560836343122,0.16155823208853132,1.1711124670078832,9.254583272278177,2.2534250995067073,16.16946949649216,2804.208321555762,2.2737367544323206e-12,35823.01679586698,point_estimate_sum_from_age_sex_only,127632700.66150796
ozone,copd,Japan,2014,2904.1349019763325,700.5806556152723,5183.1051850656895,0.6650123776673693,0.16007678283619042,1.1806574611453071,9.344202586473537,2.2369773279598384,16.381637926574957,2904.1349019763334,9.094947017729282e-13,36985.8561535012,point_estimate_sum_from_age_sex_only,127454103.51162517
ozone,copd,Japan,2015,2823.757922652223,701.976998121419,5065.675714044627,0.6250340836270256,0.15533632703774786,1.1146708640702607,8.79737199280178,2.1796886195412695,15.47653963072833,2823.7579226522234,4.547473508864641e-13,35719.46234603329,point_estimate_sum_from_age_sex_only,127298813.81678088
ozone,copd,Japan,2016,2677.910778647668,648.880072128007,4834.61327421754,0.57332643789767,0.1388060523915684,1.0270484615916735,8.072636673520158,1.9492133240444594,14.304926466553129,2677.9107786476684,4.547473508864641e-13,33617.393434387275,point_estimate_sum_from_age_sex_only,127125420.36827952
ozone,copd,Japan,2017,2803.285543027113,702.1855331071927,5120.931663065245,0.5755223367882365,0.14409935225306134,1.0470370301974994,8.083268291142268,2.0217335535225827,14.524750525937252,2803.285543027113,0.0,34891.43143937541,point_estimate_sum_from_age_sex_only,126953668.61357026
ozone,copd,Japan,2018,2949.272358269198,745.961835068002,5342.938019420438,0.5879453819014869,0.14817949730100002,1.0557529329775475,8.280436814589896,2.0765731412104764,14.692207391946207,2949.272358269198,0.0,36600.11770596547,point_estimate_sum_from_age_sex_only,126695302.30836034
ozone,copd,Japan,2019,2953.533892544898,739.5215884048858,5315.787546129874,0.5739040921863978,0.14390341965107462,1.0256612247623087,8.116825885201084,2.0361020134898538,14.460763436228307,2953.5338925448978,-4.547473508864641e-13,36598.684858659944,point_estimate_sum_from_age_sex_only,126394432.30613585
ozone,copd,Japan,2020,2744.281419128972,662.1755454998016,5023.533337792724,0.52541835768449,0.1265953506586545,0.9567397224369677,7.416658077143334,1.7804200787545896,13.417620612020949,2744.281419128971,-1.3642420526593924e-12,33892.34787582237,point_estimate_sum_from_age_sex_only,125947312.55671957
ozone,copd,Japan,2021,2843.6647915673498,699.654613879378,5267.287948666699,0.5307071479616694,0.12920205010251642,0.9738498173602936,7.471576565708445,1.795918436367542,13.72739644349121,2843.664791567349,-9.094947017729282e-13,34875.689894805764,point_estimate_sum_from_age_sex_only,125509256.85290575
ozone,copd,Republic of Korea,1990,498.034063540708,96.77824551584808,1032.6846252328644,2.539216081239108,0.49201506255241245,5.435156553478478,38.58195745733119,7.482130151170533,79.76603315270417,498.03406354070813,1.1368683772161603e-13,8924.9139995319,point_estimate_sum_from_age_sex_only,44563740.97152461
ozone,copd,Republic of Korea,1991,512.7650528948067,108.75213934893002,1041.3967964177514,2.508863720244355,0.5365513177394619,5.263663760105418,37.903763492643456,8.018597677732183,77.11348315441188,512.7650528948068,1.1368683772161603e-13,9097.334206376247,point_estimate_sum_from_age_sex_only,44925562.26288035
ozone,copd,Republic of Korea,1992,550.8902595320076,110.16374121495843,1107.4389260562655,2.602526267213431,0.5218600437183145,5.432980170511046,38.893685122657566,7.773355339162364,78.2955709920206,550.8902595320076,0.0,9668.986596557581,point_estimate_sum_from_age_sex_only,45205443.00759877
ozone,copd,Republic of Korea,1993,611.5642817599055,112.6210401985163,1215.7141792748816,2.78094537715497,0.5152583562611659,5.622304973351406,41.1653525464472,7.59257313262623,82.23180268107333,611.5642817599057,2.2737367544323206e-13,10604.552934047104,point_estimate_sum_from_age_sex_only,45439632.56447091
ozone,copd,Republic of Korea,1994,651.5994093345458,128.96956611074717,1288.462013350279,2.8581641016353365,0.5705312562454179,5.64185636040431,41.92189201244673,8.286533731604326,83.20289419070905,651.599409334546,1.1368683772161603e-13,11163.67990006908,point_estimate_sum_from_age_sex_only,45644271.18965092
ozone,copd,Republic of Korea,1995,675.4288751904236,129.2865544298719,1271.5588503736396,2.855997819388782,0.5420917458287059,5.435964151233891,41.49620068792086,7.980021912101665,78.53596511161905,675.4288751904232,-3.410605131648481e-13,11427.66745539491,point_estimate_sum_from_age_sex_only,45850243.689229086
ozone,copd,Republic of Korea,1996,721.7945354055921,145.804336850458,1340.046662090404,2.9318806543871645,0.5929982350248609,5.456853232101504,42.368603027204216,8.610094039815486,79.0637154030652,721.7945354055926,4.547473508864641e-13,12123.654103487022,point_estimate_sum_from_age_sex_only,46095707.98909502
ozone,copd,Republic of Korea,1997,853.7189247844752,164.0556161356281,1603.530988205201,3.3110868042777026,0.6362858839222059,6.367046488994714,47.44845664075006,9.16754237011455,89.59487835116144,853.7189247844758,5.684341886080801e-13,14155.272354330838,point_estimate_sum_from_age_sex_only,46362228.713939995
ozone,copd,Republic of Korea,1998,905.5076849084927,179.44739095986566,1647.3387695091737,3.3760329012624553,0.6707669074551931,6.321564412907081,47.97402721682304,9.550804164726689,86.99112972949591,905.5076849084929,2.2737367544323206e-13,14849.912691636106,point_estimate_sum_from_age_sex_only,46638317.28874328
ozone,copd,Republic of Korea,1999,912.2586855675706,176.52280003881117,1682.448670657042,3.279942992873885,0.6371387608316056,6.147453723199027,46.07633049737841,8.913345427849718,85.60664371699092,912.2586855675704,-2.2737367544323206e-13,14763.981301846425,point_estimate_sum_from_age_sex_only,46921624.556861214
ozone,copd,Republic of Korea,2000,720.7495718878922,127.59863417801952,1407.458127063671,2.508313705590821,0.4423525790647698,4.947202737373434,35.033905729246705,6.2353931878816455,68.45973530141588,720.7495718878927,4.547473508864641e-13,11619.21664344892,point_estimate_sum_from_age_sex_only,47192897.231289364
ozone,copd,Republic of Korea,2001,508.93389581110824,91.99860692625586,1012.177640020402,1.6904999068631488,0.3040580587777968,3.3166913949888155,23.547423531479026,4.2675987737848295,46.494094484870665,508.9338958111081,-1.7053025658242404e-13,8158.597960344099,point_estimate_sum_from_age_sex_only,47440017.74415988
ozone,copd,Republic of Korea,2002,374.2318163322467,63.49731086585629,789.1231826240776,1.177997727903311,0.19819131630203543,2.4409628927745164,16.286291776270154,2.7803339518388532,34.20089638213747,374.2318163322469,2.2737367544323206e-13,5926.493997979533,point_estimate_sum_from_age_sex_only,47658627.60904223
ozone,copd,Republic of Korea,2003,396.01896020875853,65.28199008436675,842.3810636493541,1.1902242100993763,0.19393097477776017,2.544057489242885,16.402203030410153,2.718779472661017,34.79578759181319,396.01896020875836,-1.7053025658242404e-13,6249.037160990735,point_estimate_sum_from_age_sex_only,47853830.14782321
ozone,copd,Republic of Korea,2004,466.07072909652453,83.6652551796607,960.3290156680885,1.332741600123468,0.24339626107284953,2.771994397619907,18.298350118055836,3.292425390083252,37.63507319509428,466.0707290965247,1.7053025658242404e-13,7316.970024609884,point_estimate_sum_from_age_sex_only,48044208.004588224
ozone,copd,Republic of Korea,2005,489.0423488264311,96.66039524881313,1017.1657775099527,1.3280250960518711,0.26531622407365746,2.809802419356766,18.144938431697387,3.573599296980512,37.71832720819761,489.04234882643146,3.410605131648481e-13,7606.223049453782,point_estimate_sum_from_age_sex_only,48243481.18698293
ozone,copd,Republic of Korea,2006,508.55656910814116,87.07645972453011,1028.2915970644829,1.3070669498301124,0.2252833949943101,2.7035230769862038,17.786605773037852,3.045256736150966,35.87205345126717,508.5565691081412,5.684341886080802e-14,7832.972728365961,point_estimate_sum_from_age_sex_only,48465698.27977774
ozone,copd,Republic of Korea,2007,558.3593565637382,101.58043415883438,1129.4089687364053,1.349655001303215,0.24645035259925144,2.7336198885227434,18.289068599279755,3.2995279378966966,36.89269705760436,558.3593565637383,1.1368683772161603e-13,8519.816996750236,point_estimate_sum_from_age_sex_only,48725494.27891424
ozone,copd,Republic of Korea,2008,673.7056716905779,120.79809071213025,1323.2910250536966,1.5369735361007741,0.2765812968478136,3.0111283722926774,20.79885719924582,3.6826904741215545,40.73396144579531,673.7056716905784,4.547473508864641e-13,10216.521836490076,point_estimate_sum_from_age_sex_only,49024033.80343922
ozone,copd,Republic of Korea,2009,703.3330950857188,124.07102275273917,1388.3391965089452,1.515249387840524,0.2698227579175253,2.964120952246466,20.48578151967832,3.568961384650591,40.05969442090397,703.3330950857189,1.1368683772161603e-13,10613.145880151922,point_estimate_sum_from_age_sex_only,49377163.33625121
ozone,copd,Republic of Korea,2010,713.8833033841507,124.01988913206155,1411.930096171799,1.4463689122539154,0.2544619271646741,2.8786803730189754,19.514191146109365,3.3496651216449282,38.48457569487535,713.8833033841506,-1.1368683772161603e-13,10663.780668159088,point_estimate_sum_from_age_sex_only,49796917.23386165
ozone,copd,Republic of Korea,2011,734.7068724689136,130.96657910800582,1473.1407530651345,1.4134293921128065,0.2505254957207769,2.8583746770439227,18.960164368447348,3.396032155529439,37.75234627819605,734.7068724689136,0.0,10850.94580095628,point_estimate_sum_from_age_sex_only,50289049.72449591
ozone,copd,Republic of Korea,2012,848.8747105653105,157.09107038374083,1725.8123992041285,1.5208117046524476,0.28392722045848007,3.1334365381388483,20.316276758783772,3.6910440275313317,40.8299406884346,848.8747105653106,1.1368683772161603e-13,12353.0767815649,point_estimate_sum_from_age_sex_only,50826446.06738461
ozone,copd,Republic of Korea,2013,970.3083014513267,178.93370341606828,1882.7840289503465,1.6575712532779072,0.3049659620361333,3.223784068989406,22.09281545824221,4.083858356663393,42.81867103447307,970.3083014513261,-5.684341886080801e-13,14047.940436478228,point_estimate_sum_from_age_sex_only,51344148.402991936
ozone,copd,Republic of Korea,2014,1025.9206247546967,185.40168481142385,2008.6043075106404,1.6612444009217315,0.30528743219795074,3.3106342223948384,22.072755483904057,3.9151623788286063,42.699099124582276,1025.9206247546972,4.547473508864641e-13,14723.62997310805,point_estimate_sum_from_age_sex_only,51818217.577897824
ozone,copd,Republic of Korea,2015,1141.2494800759116,217.69030263836905,2197.0288089014875,1.743598017998646,0.3363541530604727,3.4143476564973936,23.030434901588706,4.297168851409169,43.944586305666824,1141.2494800759116,0.0,16135.798212939595,point_estimate_sum_from_age_sex_only,52197231.01916416
ozone,copd,Republic of Korea,2016,1189.9889235251947,218.53122157379988,2356.372554349859,1.7356798395122446,0.3223324311922537,3.411103460630642,22.789941973108892,4.086188685659806,44.9048368518936,1189.988923525195,4.547473508864641e-13,16637.44111695393,point_estimate_sum_from_age_sex_only,52411155.54350476
