analysis_window,period_label,risk,cause,measure,location_name,sex_name,start_year,end_year,breakpoint_year,paf_variant,time_path_variant,total_start,total_end,delta_total,observed_total_start,observed_total_end,observed_identity_gap_start,observed_identity_gap_end,population_total_start,population_total_end,population_growth_contribution,aging_contribution,underlying_rate_change_contribution,paf_change_contribution,population_growth_percent_of_delta,aging_percent_of_delta,underlying_rate_change_percent_of_delta,paf_change_percent_of_delta,residual
sensitivity,sensitivity_pre_break,ozone,copd,deaths,East Asia,Both,1990,2007,2007,raw,endpoint_direct,67397.57562018913,157593.19465343878,90195.61903324965,67397.57562018913,157593.19465343878,0.0,0.0,1220394792.6352584,1359303771.5458698,11896.304019240166,57368.658109864045,-29645.98363990438,50576.64054404981,13.189447721241008,63.604705777024165,-32.8685405762066,56.074387077941424,0.0
sensitivity,sensitivity_post_break,ozone,copd,deaths,East Asia,Both,2007,2019,2007,raw,endpoint_direct,157593.19465343878,93086.69471395457,-64506.499939484216,157593.19465343878,93086.69471395457,0.0,0.0,1359303771.5458698,1468089083.2620585,10128.348108152974,64125.930141396915,-88488.28383433532,-50272.4943546988,-15.701282998852406,-99.41002875920361,137.1773137859739,77.93399797208215,1.4551915228366852e-11
sensitivity,sensitivity_overall_1990_2019,ozone,copd,deaths,Global,Both,1990,2019,,raw,endpoint_direct,172676.15932937668,404051.90610488405,231375.74677550737,172676.15932937668,404051.90610488405,0.0,0.0,5336096932.229505,7769115347.662649,104753.5666259722,133456.46692767527,-103987.09750578548,97152.81072764525,45.274220866204054,57.67954022301291,-44.94295489262282,41.989193803405804,1.4551915228366852e-10
sensitivity,sensitivity_pre_break,ozone,copd,deaths,Global,Both,1990,2009,2009,raw,endpoint_direct,172676.15932937668,352861.9329867532,180185.7736573765,172676.15932937668,352861.93298675324,0.0,5.820766091346741e-11,5336096932.229505,6870903465.192087,64078.07932767988,72464.20262307303,-34851.17230286481,78494.6640094884,35.562230040160905,40.21638398648709,-19.341800185143565,43.563186158495576,0.0
sensitivity,sensitivity_post_break,ozone,copd,deaths,Global,Both,2009,2019,2009,raw,endpoint_direct,352861.9329867532,404051.90610488405,51189.973118130874,352861.93298675324,404051.90610488405,5.820766091346741e-11,0.0,6870903465.192087,7769115347.662649,46787.51251325111,76757.92303524706,-85489.03536289981,13133.572932532532,91.39975988125599,149.9471837152818,-167.00347774283284,25.6565341462951,-1.4551915228366852e-11
sensitivity,sensitivity_overall_1990_2019,ozone,copd,deaths,High SDI,Both,1990,2019,,raw,endpoint_direct,65108.327597468306,94574.66127363055,29466.33367616225,65108.3275974683,94574.66127363055,-7.275957614183426e-12,0.0,2057966635.6512623,2514046105.809277,16404.351319718753,48603.37131188777,-39478.4657311779,3937.076775733645,55.67150463985136,164.94543178002172,-133.97820768966344,13.361271269790418,-1.8189894035458565e-11
sensitivity,sensitivity_pre_break,ozone,copd,deaths,High SDI,Both,1990,2009,2009,raw,endpoint_direct,65108.327597468306,109707.21024892267,44598.88265145436,65108.3275974683,109707.21024892267,-7.275957614183426e-12,0.0,2057966635.6512623,2360497587.0539675,11857.691456603823,30816.54354386491,-18024.128930745163,19948.77658173079,26.587418230346955,69.09712017832355,-40.413857610752046,44.72931920208155,0.0
sensitivity,sensitivity_post_break,ozone,copd,deaths,High SDI,Both,2009,2019,2009,raw,endpoint_direct,109707.21024892267,94574.66127363055,-15132.548975292113,109707.21024892267,94574.66127363055,0.0,0.0,2360497587.0539675,2514046105.809277,6508.774078292892,25291.240965028763,-28622.51393123213,-18310.050087381638,-43.011749632663914,-167.13140004584423,189.1453579827559,120.99779169575223,0.0
sensitivity,sensitivity_overall_1990_2019,ozone,copd,deaths,Japan,Both,1990,2019,,raw,endpoint_direct,1037.0609601526414,2953.5338925448978,1916.4729323922563,1037.0609601526414,2953.5338925448978,0.0,0.0,123687380.71854454,126394432.30613585,46.963944767997056,2380.227696225025,-1620.297305818084,1109.5785972173187,2.450540468076105,124.19834666038732,-84.5457965219228,57.89690939345938,-2.2737367544323206e-13
sensitivity,sensitivity_pre_break,ozone,copd,deaths,Japan,Both,1990,2010,2010,raw,endpoint_direct,1037.0609601526414,2626.189399408455,1589.1284392558134,1037.0609601526414,2626.189399408455,0.0,0.0,123687380.71854454,127965040.22379117,65.22546240731043,1579.5794906678802,-1209.4715417142631,1153.7950278948863,4.104480216706424,99.3991078158286,-76.10911187774457,72.60552384520958,-4.547473508864641e-13
sensitivity,sensitivity_post_break,ozone,copd,deaths,Japan,Both,2010,2019,2010,raw,endpoint_direct,2626.189399408455,2953.5338925448978,327.3444931364429,2626.189399408455,2953.5338925448978,0.0,0.0,127965040.22379117,126394432.30613585,-34.87300033586041,1020.0873496426126,-380.12659380913107,-277.7432623611782,-10.653302886425749,311.6250222720021,-116.12432827782067,-84.8473911077557,0.0
