analysis_window,period_label,risk,cause,measure,location_name,sex_name,start_year,end_year,breakpoint_year,paf_variant,time_path_variant,total_start,total_end,delta_total,observed_total_start,observed_total_end,observed_identity_gap_start,observed_identity_gap_end,population_total_start,population_total_end,population_growth_contribution,aging_contribution,underlying_rate_change_contribution,paf_change_contribution,population_growth_percent_of_delta,aging_percent_of_delta,underlying_rate_change_percent_of_delta,paf_change_percent_of_delta,residual
sensitivity,sensitivity_overall_1990_2019,ozone,copd,dalys,East Asia,Male,1990,2019,,raw,endpoint_direct,942385.9321773752,839552.9236086336,-102833.00856874161,942385.9321773751,839552.9236086336,-1.1641532182693481e-10,0.0,628429926.6533136,750448688.0239469,186971.7642582314,928553.9467772706,-1192696.6759995564,-25662.04360468689,-181.82076636729428,-902.9726541128598,1159.8383559907854,24.955064489368095,-3.2014213502407074e-10
sensitivity,sensitivity_pre_break,ozone,copd,dalys,East Asia,Male,1990,2007,2007,raw,endpoint_direct,942385.9321773752,1677833.1242824772,735447.192105102,942385.9321773751,1677833.1242824774,-1.1641532182693481e-10,2.3283064365386963e-10,628429926.6533136,695565437.703165,135193.4522098658,633167.966653832,-595683.7101233095,562769.4833647142,18.382482612095615,86.09292053199472,-80.99612270165292,76.52071955756266,-4.656612873077393e-10
sensitivity,sensitivity_post_break,ozone,copd,dalys,East Asia,Male,2007,2019,2007,raw,endpoint_direct,1677833.1242824772,839552.9236086336,-838280.2006738436,1677833.1242824774,839552.9236086336,2.3283064365386963e-10,0.0,695565437.703165,750448688.0239469,99034.31840363645,535985.2765134337,-900688.8418073906,-572610.9537835232,-11.813987533527412,-63.93867779324706,107.44484255782021,68.30782276895425,0.0
main,main_overall_1990_2021,ozone,copd,dalys,Global,Both,1990,2021,,raw,endpoint_direct,3498853.2955586845,6957670.382605992,3458817.0870473078,3498853.2955586845,6957670.382605992,0.0,0.0,5336096932.229505,7922763197.366717,2049633.7205370532,2318036.1310221944,-2468624.7486069873,1559771.9840950456,59.25822814431526,67.01817623437944,-71.3719368928636,45.09553251416882,1.862645149230957e-09
main,main_pre_break,ozone,copd,dalys,Global,Both,1990,2009,2009,raw,endpoint_direct,3498853.2955586845,6483696.218376477,2984842.9228177927,3498853.2955586845,6483696.218376478,0.0,9.313225746154785e-10,5336096932.229505,6870903465.192087,1227786.8516607494,1175833.6122449944,-748575.0227887625,1329797.4817008108,41.134052390994064,39.39348376613962,-25.079209933167345,44.551673776033645,4.656612873077393e-10
main,main_post_break,ozone,copd,dalys,Global,Both,2009,2021,2009,raw,endpoint_direct,6483696.218376477,6957670.382605992,473974.164229515,6483696.218376478,6957670.382605992,9.313225746154785e-10,0.0,6870903465.192087,7922763197.366717,968813.5006059301,1446982.8324259638,-2096978.3854816267,155156.2166792485,204.40217499635622,305.28727969343146,-442.4246179937765,32.73516330398895,-6.984919309616089e-10
sensitivity,sensitivity_overall_1990_2019,ozone,copd,dalys,Global,Both,1990,2019,,raw,endpoint_direct,3498853.2955586845,7341500.502469097,3842647.2069104128,3498853.2955586845,7341500.502469097,0.0,0.0,5336096932.229505,7769115347.662649,1985756.9442883611,2194194.894253697,-1958975.7842675215,1621671.1526358759,51.67679564018475,57.10112784509005,-50.97985005609162,42.20192657081682,4.656612873077393e-10
sensitivity,sensitivity_pre_break,ozone,copd,dalys,Global,Both,1990,2009,2009,raw,endpoint_direct,3498853.2955586845,6483696.218376477,2984842.9228177927,3498853.2955586845,6483696.218376478,0.0,9.313225746154785e-10,5336096932.229505,6870903465.192087,1227786.8516607494,1175833.6122449944,-748575.0227887625,1329797.4817008108,41.134052390994064,39.39348376613962,-25.079209933167345,44.551673776033645,4.656612873077393e-10
sensitivity,sensitivity_post_break,ozone,copd,dalys,Global,Both,2009,2019,2009,raw,endpoint_direct,6483696.218376477,7341500.502469097,857804.28409262,6483696.218376478,7341500.502469097,9.313225746154785e-10,0.0,6870903465.192087,7769115347.662649,853516.3128931558,1241815.4680350665,-1443412.6564670757,205885.15963147292,99.50012243130728,144.76675986162172,-168.26829653735157,24.001414244422545,4.656612873077393e-10
main,main_overall_1990_2021,ozone,copd,dalys,Global,Female,1990,2021,,raw,endpoint_direct,1103379.802237798,3180323.905797372,2076944.103559574,1103379.802237798,3180323.9057973726,0.0,4.656612873077393e-10,2649196174.48877,3945285183.299574,785572.1799840182,799060.9108925336,-267303.8031232134,759614.8158062358,37.82346278061427,38.472913619729184,-12.870052817747688,36.573676417404236,0.0
