analysis_window,period_label,risk,cause,measure,location_name,sex_name,start_year,end_year,breakpoint_year,paf_variant,time_path_variant,total_start,total_end,delta_total,observed_total_start,observed_total_end,observed_identity_gap_start,observed_identity_gap_end,population_total_start,population_total_end,population_growth_contribution,aging_contribution,underlying_rate_change_contribution,paf_change_contribution,population_growth_percent_of_delta,aging_percent_of_delta,underlying_rate_change_percent_of_delta,paf_change_percent_of_delta,residual
main,main_overall_1990_2021,ozone,copd,deaths,China,Both,1990,2021,,raw,annual_chain,66508.19692268662,84730.04258090055,18221.845658213933,66508.19692268662,84730.04258090055,0.0,0.0,1179137926.6356301,1428242111.8436134,20811.375356259985,124984.36191183688,-129557.26362393193,1983.3720140490109,114.2111273831296,685.903965252264,-710.9996761800629,10.88458354466941,-1.8189894035458565e-11
main,main_pre_break,ozone,copd,deaths,China,Both,1990,2007,2007,raw,annual_chain,66508.19692268662,155569.3112471312,89061.11432444458,66508.19692268662,155569.3112471312,0.0,0.0,1179137926.6356301,1311423761.7638988,10806.857999704585,58538.06947880666,-35283.2157087393,54999.40255467264,12.134204789236989,65.72797783054432,-39.61685857668987,61.75467595690858,0.0
main,main_post_break,ozone,copd,deaths,China,Both,2007,2021,2007,raw,annual_chain,155569.3112471312,84730.04258090055,-70839.26866623065,155569.3112471312,84730.04258090055,0.0,0.0,1311423761.7638988,1428242111.8436134,10004.517356555403,66446.29243303022,-94274.04791519266,-53016.03054062363,-14.122841109064971,-93.79867082776,133.081622227607,74.83988970921797,1.4551915228366852e-11
sensitivity,sensitivity_overall_1990_2019,ozone,copd,deaths,China,Both,1990,2019,,raw,annual_chain,66508.19692268662,90003.83522765567,23495.63830496905,66508.19692268662,90003.83522765565,0.0,-1.4551915228366852e-11,1179137926.6356301,1418278589.326395,20216.243098609517,117115.91454816621,-121941.97906830444,8105.459726497773,86.04253621972902,498.4581096628372,-518.9983667841667,34.49772090160055,-1.4551915228366852e-11
sensitivity,sensitivity_pre_break,ozone,copd,deaths,China,Both,1990,2007,2007,raw,annual_chain,66508.19692268662,155569.3112471312,89061.11432444458,66508.19692268662,155569.3112471312,0.0,0.0,1179137926.6356301,1311423761.7638988,10806.857999704585,58538.06947880666,-35283.2157087393,54999.40255467264,12.134204789236989,65.72797783054432,-39.61685857668987,61.75467595690858,0.0
sensitivity,sensitivity_post_break,ozone,copd,deaths,China,Both,2007,2019,2007,raw,annual_chain,155569.3112471312,90003.83522765567,-65565.47601947554,155569.3112471312,90003.83522765565,0.0,-1.4551915228366852e-11,1311423761.7638988,1418278589.326395,9409.385098904935,58577.84506935955,-86658.76335956516,-46893.94282817487,-14.351127560043912,-89.34251472826891,132.1713325681096,71.52230972020322,0.0
main,main_overall_1990_2021,ozone,copd,deaths,East Asia,Both,1990,2021,,raw,annual_chain,67397.57562018913,87741.99555408338,20344.41993389424,67397.57562018913,87741.99555408338,0.0,0.0,1220394792.6352584,1478025007.6619742,21141.532587634014,126817.2863995023,-130069.63646026995,2455.2374070278806,103.91808985623506,623.3516945264287,-639.3381422665736,12.068357883909988,-1.4551915228366852e-11
main,main_pre_break,ozone,copd,deaths,East Asia,Both,1990,2007,2007,raw,annual_chain,67397.57562018913,157593.19465343878,90195.61903324965,67397.57562018913,157593.19465343878,0.0,0.0,1220394792.6352584,1359303771.5458698,11089.100790344406,59375.54573722999,-35510.347449923036,55241.31995559827,12.294500452684435,65.82974469673725,-39.37036835107538,61.24612320165368,1.4551915228366852e-11
main,main_post_break,ozone,copd,deaths,East Asia,Both,2007,2021,2007,raw,annual_chain,157593.19465343878,87741.99555408338,-69851.1990993554,157593.19465343878,87741.99555408338,0.0,0.0,1359303771.5458698,1478025007.6619742,10052.431797289608,67441.7406622723,-94559.28901034694,-52786.0825485704,-14.391208636219922,-96.55058400120531,135.37246350752986,75.56932912989537,1.4551915228366852e-11
sensitivity,sensitivity_overall_1990_2019,ozone,copd,deaths,East Asia,Both,1990,2019,,raw,annual_chain,67397.57562018913,93086.69471395457,25689.119093765432,67397.57562018913,93086.69471395457,0.0,0.0,1220394792.6352584,1468089083.2620585,20547.824151300396,118775.07956399929,-122179.02800947918,8545.243387944945,79.98648796130658,462.3555954973371,-475.6061411196119,33.264057660968284,-1.4551915228366852e-11
sensitivity,sensitivity_pre_break,ozone,copd,deaths,East Asia,Both,1990,2007,2007,raw,annual_chain,67397.57562018913,157593.19465343878,90195.61903324965,67397.57562018913,157593.19465343878,0.0,0.0,1220394792.6352584,1359303771.5458698,11089.100790344406,59375.54573722999,-35510.347449923036,55241.31995559827,12.294500452684435,65.82974469673725,-39.37036835107538,61.24612320165368,1.4551915228366852e-11
sensitivity,sensitivity_post_break,ozone,copd,deaths,East Asia,Both,2007,2019,2007,raw,annual_chain,157593.19465343878,93086.69471395457,-64506.499939484216,157593.19465343878,93086.69471395457,0.0,0.0,1359303771.5458698,1468089083.2620585,9458.723360955988,59399.53382676928,-86668.68055955616,-46696.07656765333,-14.663209707284604,-92.08302090873639,134.35650770211228,72.38972291390873,0.0
main,main_overall_1990_2021,ozone,copd,deaths,Global,Both,1990,2021,,raw,annual_chain,172676.15932937668,381485.2345763597,208809.075246983,172676.15932937668,381485.2345763597,0.0,0.0,5336096932.229505,7922763197.366717,118750.71441337118,166312.89286046627,-173925.2400270719,97670.70800021742,56.87047570749058,79.64830679114328,-83.29390847660721,46.775125977973325,2.9103830456733704e-11
main,main_pre_break,ozone,copd,deaths,Global,Both,1990,2009,2009,raw,annual_chain,172676.15932937668,352861.9329867532,180185.7736573765,172676.15932937668,352861.93298675324,0.0,5.820766091346741e-11,5336096932.229505,6870903465.192087,66287.41495971437,78039.62780879793,-46020.61994495158,81879.35083381577,36.788373251797324,43.3106489068279,-25.54065119062055,45.44162903199532,0.0
